transliteration,translation,augmentation
a-na i-ku-pì-a li-bi-IŠTAR a-lá-ḫi-im ù a-šur-ma-lik a-na li-bi-IŠTAR qí-bi-ma um-ma PUZUR₄-a-na-ma 3 ma-na KÙ.BABBAR ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu ša DAM.GÀR-ri-im a-dí-na-kum i-na a-wa-tí-ni ší-a-ma-at a-lim(ki) lu 1 ma-na-um 0.66666 ma-na lu 1 ma-na-um 0.5 ma-na a-na DAM.GÀR-ri-im ta-da-an ù a-ta 4 ma-na KÙ.BABBAR ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu i-a-tí ki-ma DAM.GÀR ta-da-nam-ma ù a-na-ku DAM.GÀR-ru-um i-na e-la-i-a-ma iš-tù a-lim(ki) a-da-na-kum a-ḫi a-ta KÙ.BABBAR ù ší-a-ma-tim KÙ.BABBAR ma-la ta-na-dí-ú a-na ša ki-ma i-a-tí dí-in ù a-ta 4 ma-na KÙ.BABBAR ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu šé-bi₄-lam-ma KÙ.BABBAR ma-la a-ta ta-da-na-ni ù a-na-ku i-na e-lá-i-a ki-am la-dí-na-kum a-na ša ki-ma i-a-tí qí-bi-ma šu-ma ší-ma-am i-da-na-ku-nu-tí la ta-ma-ḫa-ra-šu ù tí-ir-ta-ku-nu li-li-kam,"To Ikūn-pīya, Libbi-Ištar, Ali-ahum and Aššur-malik; specifically to Libbi-Ištar from Puzur-Anna: I gave you 3 minas of silver, its import duty added, its transport tariff paid for, belonging to a merchant. According to our agreement you will give from the purchase in the City either 0.6666 mina or 0.5 mina per mina to the merchant. Then, you will personally give 4 minas of silver, its import duty added, its transport tariff paid for, to me, on behalf of the merchant, and then I shall personally be the merchant; when I come up (to Anatolia) from the City I shall give it to you. My dear brother, give whatever silver and purchases you will deposit to my representatives. Also, you must personally send me 4 minas of silver, its import duty added, its transport tariff paid for, and whatever silver you give to me I shall personally give to you in this way when I come up. To my representatives: If he gives you purchased goods, do not receive them but send me word.",lexicon_variant
um-ma ku-zi-zi-a-ma ù a-mur-IŠTAR-ma a-na a-lá-ḫi-im qí-bi-ma i-na 15 TÚG ša a-mur-IŠTAR e-zi-bu iš-tù a-mur-IŠTAR i-tù-ra-ni 2 TÚG i-ni-id-nu 4 TÚG ša a-bi-a-nu-um ú-šé-bi-lá-ni ú 4 TÚG ku-a-ú-tim ŠU.NÍGIN 8 TÚG i li-bi-a mì-šu ša a-na 6 TÚG.ḪI.A ša a-bi-a-nim ša ta-áš-pu-ra-ni a-lá-an 4 TÚG ša ú-šé-bi₄-lá-ni mì-ma wa-at-ra-am lá ú-šé-bi₄-lam ù a-dí-ni 2 TÚG ší-ma-sú i-ba-ší-ú a-ma-kam a-lu-a ša-i-il₅ ša TÚG.ḪI.A ub-lá-ni ší-im 4 TÚG ša a-bi-A-nim ú ší-im ku-a-ú-tim šu-ma a-we-lu i-na sí-kà-tim wa-áš-bu i-na e-ra-bi-šu-nu lu … lu SÍG-tim e-ba-… ú-šé-ba-lá-kum … TÚG.ḪI-tí-kà 12 … i-na ku-nu-uk … be-lúm-ba-ni i-ba-ší-ú i-na TÚG.ḪI.A a-ni-ú-tim mì-ma a-mur-IŠTAR ú-lá il₅-qé,"From Kuziziya and Amur-Ištar to Ali-ahum: Of the 15 textiles that Amur-Ištar left behind tow textiles have been sold after Amur-Ištar returned. 4 textiles that Abī-Anum sent and your own 4 textiles: in all 8 textiles are in my possession. Why is it that as for the 6 textiles belonging to Abī-Anum that you wrote about, apart from the 4 textiles he sent he as not sent anything else? So, until now the 2 textiles agreed by him are (still) outstanding. Ask Aluwa there, who brought the textiles, about the price of Abī-Anum's 4 textiles and that of yours. If the men are staying in the sikkātum, then when they arrive I shall send you both ... and the wool ... ... of your 12 textiles ... are present under Bēlum-bāni's seal. Amur-Ištar has not taken any of these textiles.",none
ú-ma ku-zi-zi-a-ma ù a-mur-IŠTAR-ma a-na a-lá-ḫi-im qí-bi-ma i-na 15 TÚG ša a-mur-IŠTAR e-zi-bu iš-tù a-mur-IŠTAR i-tù-ra-ni 2 TÚG i-ni-id-nu 4 TÚG ša a-bi-a-nu-um ú-šé-bi-lá-ni ú 4 TÚG ku-a-ú-tim ŠU.NÍGIN 8 TÚG i li-bi-a mì-šu ša a-na 6 TÚG.ḪI.A ša a-bi-a-nim ša ta-áš-pu-ra-ni a-lá-an 4 TÚG ša ú-šé-bi₄-lá-ni mì-ma wa-at-ra-am lá ú-šé-bi₄-lam ù a-dí-ni 2 TÚG ší-ma-sú i-ba-ší-ú a-ma-kam a-lu-a ša-i-il₅ ša TÚG.ḪI.A ub-lá-ni ší-im 4 TÚG ša a-bi-A-nim ú ší-im ku-a-ú-tim šu-ma a-we-lu i-na sí-kà-tim wa-áš-bu i-na e-ra-bi-šu-nu lu … lu SÍG-tim e-ba-… ú-šé-ba-lá-kum … TÚG.ḪI-tí-kà 12 … i-na ku-nu-uk … be-lúm-ba-ni i-ba-ší-ú i-na TÚG.ḪI.A a-ni-ú-tim mì-ma a-mur-IŠTAR ú-lá il₅-qé,"From Kuziziya and Amur-Ištar to Ali-ahum: Of the 15 textiles that Amur-Ištar left behind tow textiles have been sold after Amur-Ištar returned. 4 textiles that Abī-Anum sent and your own 4 textiles: in all 8 textiles are in my possession. Why is it that as for the 6 textiles belonging to Abī-Anum that you wrote about, apart from the 4 textiles he sent he as not sent anything else? So, until now the 2 textiles agreed by him are (still) outstanding. Ask Aluwa there, who brought the textiles, about the price of Abī-Anum's 4 textiles and that of yours. If the men are staying in the sikkātum, then when they arrive I shall send you both ... and the wool ... ... of your 12 textiles ... are present under Bēlum-bāni's seal. Amur-Ištar has not taken any of these textiles.",lexicon_variant
u₄-ma ku-zi-zi-a-ma ù a-mur-IŠTAR-ma a-na a-lá-ḫi-im qí-bi-ma i-na 15 TÚG ša a-mur-IŠTAR e-zi-bu iš-tù a-mur-IŠTAR i-tù-ra-ni 2 TÚG i-ni-id-nu 4 TÚG ša a-bi-a-nu-um ú-šé-bi-lá-ni ú 4 TÚG ku-a-ú-tim ŠU.NÍGIN 8 TÚG i li-bi-a mì-šu ša a-na 6 TÚG.ḪI.A ša a-bi-a-nim ša ta-áš-pu-ra-ni a-lá-an 4 TÚG ša ú-šé-bi₄-lá-ni mì-ma wa-at-ra-am lá ú-šé-bi₄-lam ù a-dí-ni 2 TÚG ší-ma-sú i-ba-ší-ú a-ma-kam a-lu-a ša-i-il₅ ša TÚG.ḪI.A ub-lá-ni ší-im 4 TÚG ša a-bi-A-nim ú ší-im ku-a-ú-tim šu-ma a-we-lu i-na sí-kà-tim wa-áš-bu i-na e-ra-bi-šu-nu lu … lu SÍG-tim e-ba-… ú-šé-ba-lá-kum … TÚG.ḪI-tí-kà 12 … i-na ku-nu-uk … be-lúm-ba-ni i-ba-ší-ú i-na TÚG.ḪI.A a-ni-ú-tim mì-ma a-mur-IŠTAR ú-lá il₅-qé,"From Kuziziya and Amur-Ištar to Ali-ahum: Of the 15 textiles that Amur-Ištar left behind tow textiles have been sold after Amur-Ištar returned. 4 textiles that Abī-Anum sent and your own 4 textiles: in all 8 textiles are in my possession. Why is it that as for the 6 textiles belonging to Abī-Anum that you wrote about, apart from the 4 textiles he sent he as not sent anything else? So, until now the 2 textiles agreed by him are (still) outstanding. Ask Aluwa there, who brought the textiles, about the price of Abī-Anum's 4 textiles and that of yours. If the men are staying in the sikkātum, then when they arrive I shall send you both ... and the wool ... ... of your 12 textiles ... are present under Bēlum-bāni's seal. Amur-Ištar has not taken any of these textiles.",lexicon_variant
3 kà-sà-tum ù tù-dí-na-tum šu-qú-ul-ta-áš-na 1 ma-na KÙ.BABBAR ku-nu-ku-a a-ḫa-ma 0.33333 ma-na 6 GÍN KÙ.BABBAR ku-nu-ku-a-ma ik-ri-bu ša e-lá-ma 2 ṭup-pu-ú ša 2 ma-na 15 GÍN KÙ.BABBAR ša ḫu-bu-ul nu-a-im 1 ṭup-pu-um ša 1.5 ma-na KÙ.BABBAR ša ḫu-bu-ul na-ni-a 1 ṭup-pu-um ša 1 ma-na 6 GÍN KÙ.BABBAR ša ḫu-bu-ul bur-sú-en₆ 1 ṭup-pu-um ša 0.33333 ma-na 4 GÍN KÙ.BABBAR ša ḫu-bu-ul il₅-tap-pá 1 ma-na KÙ.BABBAR a-na ir-ma-a-šùr a-na ší-a-ma-tim a-dí-in 1 ma-na KÙ.BABBAR a-na aḫ-ša-lim a-na ší-a-ma-tim a-dí-in 9 (TÚG)pí-ri-kà-ni ù 1 (TÚG)a-bar-ni-am a-na pí-lá-aḫ-IŠTAR a-na ší-a-ma-tim a-d-in 5 ÌR-du ù 5 a-ma-tum ŠÀ.BA 1 am-tum i-a-an-tal-ga ša ì-lí-na DUMU.SAL a-šur-DU₁₀ mì-ma a-nim lá-ma-sà-tum DAM e-lá-ma té-zi-ib IŠTAR-pá-li-il₅ en-na-sú-en₆ ù ma-ṣí-ì-lí ša ki-ma lá-ma-sà-tim a-na DUMU um-mì-a-nim ù ma-ri-ša i-pá-qí-du-ma a-na a-lim(ki) ú-bu-lu-ú-ma a ma-lá ší-ma-tí-šu-nu me-er-i-tí NIN.DIN,"3 cups and toggle pins, their weight in silver 1 mina, under my seals; separately 26! shekels of silver also under my seals, of Elamma; 2 tablets of 2 minas 15 shekels of silver, being in the debt of the Anatolian; 1 tablet of 1.5 mina of silver, being the debt of Naniya; 1 tablet of 1 mina and 6 shekels of silver, being the debt of Būr-Suen; 1 tablet of 24 shekels of silver being the debt of Ilī-tappā; 1 mina of silver (that) I gave to Ir'am-Aššur for making purchases; 1 mina of silver (that) I gave to Ah-šalim for making purchases. 9 -textiles and 1 Abarnian one, (which) I gave to Pilah-Ištar for making purchases. 5 slaves and 5 slave-girls, of whom 1 slave-girl, named Iyantalga, is for Ilina, daughter of Aššur-ṭāb. All this, Lamassutum, the wife of Elamma, left behind. Ištar-pālil, Ennam-Suen and Maṣi-ilī, Lamassutum's representative(s), will entrust it to an affiliated trader and to her sons and they will bring it to the City and (there) my daughter, the -priestess, and my sons will act in accordance with the testamentary dispositions applying to them.",none
3 kà-sà-tám ù tù-dí-na-tum šu-qú-ul-ta-áš-na 1 ma-na KÙ.BABBAR ku-nu-ku-a a-ḫa-ma 0.33333 ma-na 6 GÍN KÙ.BABBAR ku-nu-ku-a-ma ik-ri-bu ša e-lá-ma 2 ṭup-pu-ú ša 2 ma-na 15 GÍN KÙ.BABBAR ša ḫu-bu-ul nu-a-im 1 ṭup-pu-um ša 1.5 ma-na KÙ.BABBAR ša ḫu-bu-ul na-ni-a 1 ṭup-pu-um ša 1 ma-na 6 GÍN KÙ.BABBAR ša ḫu-bu-ul bur-sú-en₆ 1 ṭup-pu-um ša 0.33333 ma-na 4 GÍN KÙ.BABBAR ša ḫu-bu-ul il₅-tap-pá 1 ma-na KÙ.BABBAR a-na ir-ma-a-šùr a-na ší-a-ma-tim a-dí-in 1 ma-na KÙ.BABBAR a-na aḫ-ša-lim a-na ší-a-ma-tim a-dí-in 9 (TÚG)pí-ri-kà-ni ù 1 (TÚG)a-bar-ni-am a-na pí-lá-aḫ-IŠTAR a-na ší-a-ma-tim a-d-in 5 ÌR-du ù 5 a-ma-tum ŠÀ.BA 1 am-tum i-a-an-tal-ga ša ì-lí-na DUMU.SAL a-šur-DU₁₀ mì-ma a-nim lá-ma-sà-tum DAM e-lá-ma té-zi-ib IŠTAR-pá-li-il₅ en-na-sú-en₆ ù ma-ṣí-ì-lí ša ki-ma lá-ma-sà-tim a-na DUMU um-mì-a-nim ù ma-ri-ša i-pá-qí-du-ma a-na a-lim(ki) ú-bu-lu-ú-ma a ma-lá ší-ma-tí-šu-nu me-er-i-tí NIN.DIN,"3 cups and toggle pins, their weight in silver 1 mina, under my seals; separately 26! shekels of silver also under my seals, of Elamma; 2 tablets of 2 minas 15 shekels of silver, being in the debt of the Anatolian; 1 tablet of 1.5 mina of silver, being the debt of Naniya; 1 tablet of 1 mina and 6 shekels of silver, being the debt of Būr-Suen; 1 tablet of 24 shekels of silver being the debt of Ilī-tappā; 1 mina of silver (that) I gave to Ir'am-Aššur for making purchases; 1 mina of silver (that) I gave to Ah-šalim for making purchases. 9 -textiles and 1 Abarnian one, (which) I gave to Pilah-Ištar for making purchases. 5 slaves and 5 slave-girls, of whom 1 slave-girl, named Iyantalga, is for Ilina, daughter of Aššur-ṭāb. All this, Lamassutum, the wife of Elamma, left behind. Ištar-pālil, Ennam-Suen and Maṣi-ilī, Lamassutum's representative(s), will entrust it to an affiliated trader and to her sons and they will bring it to the City and (there) my daughter, the -priestess, and my sons will act in accordance with the testamentary dispositions applying to them.",lexicon_variant
3 kà-sà-tum u tù-dí-na-tum šu-qú-ul-ta-áš-na 1 ma-na KÙ.BABBAR ku-nu-ku-a a-ḫa-ma 0.33333 ma-na 6 GÍN KÙ.BABBAR ku-nu-ku-a-ma ik-ri-bu ša e-lá-ma 2 ṭup-pu-ú ša 2 ma-na 15 GÍN KÙ.BABBAR ša ḫu-bu-ul nu-a-im 1 ṭup-pu-um ša 1.5 ma-na KÙ.BABBAR ša ḫu-bu-ul na-ni-a 1 ṭup-pu-um ša 1 ma-na 6 GÍN KÙ.BABBAR ša ḫu-bu-ul bur-sú-en₆ 1 ṭup-pu-um ša 0.33333 ma-na 4 GÍN KÙ.BABBAR ša ḫu-bu-ul il₅-tap-pá 1 ma-na KÙ.BABBAR a-na ir-ma-a-šùr a-na ší-a-ma-tim a-dí-in 1 ma-na KÙ.BABBAR a-na aḫ-ša-lim a-na ší-a-ma-tim a-dí-in 9 (TÚG)pí-ri-kà-ni ù 1 (TÚG)a-bar-ni-am a-na pí-lá-aḫ-IŠTAR a-na ší-a-ma-tim a-d-in 5 ÌR-du ù 5 a-ma-tum ŠÀ.BA 1 am-tum i-a-an-tal-ga ša ì-lí-na DUMU.SAL a-šur-DU₁₀ mì-ma a-nim lá-ma-sà-tum DAM e-lá-ma té-zi-ib IŠTAR-pá-li-il₅ en-na-sú-en₆ ù ma-ṣí-ì-lí ša ki-ma lá-ma-sà-tim a-na DUMU um-mì-a-nim ù ma-ri-ša i-pá-qí-du-ma a-na a-lim(ki) ú-bu-lu-ú-ma a ma-lá ší-ma-tí-šu-nu me-er-i-tí NIN.DIN,"3 cups and toggle pins, their weight in silver 1 mina, under my seals; separately 26! shekels of silver also under my seals, of Elamma; 2 tablets of 2 minas 15 shekels of silver, being in the debt of the Anatolian; 1 tablet of 1.5 mina of silver, being the debt of Naniya; 1 tablet of 1 mina and 6 shekels of silver, being the debt of Būr-Suen; 1 tablet of 24 shekels of silver being the debt of Ilī-tappā; 1 mina of silver (that) I gave to Ir'am-Aššur for making purchases; 1 mina of silver (that) I gave to Ah-šalim for making purchases. 9 -textiles and 1 Abarnian one, (which) I gave to Pilah-Ištar for making purchases. 5 slaves and 5 slave-girls, of whom 1 slave-girl, named Iyantalga, is for Ilina, daughter of Aššur-ṭāb. All this, Lamassutum, the wife of Elamma, left behind. Ištar-pālil, Ennam-Suen and Maṣi-ilī, Lamassutum's representative(s), will entrust it to an affiliated trader and to her sons and they will bring it to the City and (there) my daughter, the -priestess, and my sons will act in accordance with the testamentary dispositions applying to them.",lexicon_variant
2 ší-ta sà-ma-lá-tim ra-bi₄-a-tim a-… ša ba-áb ni x … a-dí-šu-um 0.5 GÍN … 4 sà-ma-lá-tim … lá i-ḫa-li-qú …,2 big -cups ... of the gate ... I gave to him. ½ shekel... 4 -cups ... should not be lost.,none
2 šé-na sà-ma-lá-tim ra-bi₄-a-tim a-… ša ba-áb ni x … a-dí-šu-um 0.5 GÍN … 4 sà-ma-lá-tim … lá i-ḫa-li-qú …,2 big -cups ... of the gate ... I gave to him. ½ shekel... 4 -cups ... should not be lost.,lexicon_variant
2 2-šé-na sà-ma-lá-tim ra-bi₄-a-tim a-… ša ba-áb ni x … a-dí-šu-um 0.5 GÍN … 4 sà-ma-lá-tim … lá i-ḫa-li-qú …,2 big -cups ... of the gate ... I gave to him. ½ shekel... 4 -cups ... should not be lost.,lexicon_variant
a-na (d)IM-ba-ni … Ì-lí-iš-ta-ki-il₅ … ù pí-la-aḫ-IŠTAR qí-bi-ma um-ma DAM.GÀR-um-ma 1 GÚ 35 ma-na KÙ.BABBAR ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu-ú pì-lá-aḫ-IŠTAR ù ú-zu-a na-áš-a-ku-nu-tí a-ḫu-a a-tù-nu ú iḫ-da-ma AN.NA-kam da-am-qám wa-at-ra-am ma-ḫi-ir i-za-zu x ú ba šu … ša-a-ma šu-uq-lam-… x x x ú … x x ta nu-ša-li-x um … ú … x KÙ.GI pá-ša-lam da-am-qám ša ba-ri-ni pì-lá-aḫ-IŠTAR na-áš-a-ku-nu-ti a-ḫu-a a-tù-nu ú iḫ-da-ma KI pá-ni-im wa-ṣí-im lu-qú-ti áb-kà-nim ú a-ḫa-ma 40 ma-na KÙ.BABBAR ṣa-ru-pá-am ša a-na šu-mì É a-bi₄-a a-na pì-lá-aḫ-IŠTAR áp-qí-id IGI pu-šu-ki-in IGI ku-zi-zi-a IGI (d)IM-re-x,"To Adad-bāni ..., Iliš-takil ... and Pilah-Ištar from the merchant: Pilah-Ištar and Uzuwa bring you 1 talent 35 minas of silver, its import duty added, its transport tariff paid for. My dear brothers, buy tin of extra-fine quality according to the market price and ... Pilah-Ištar brings you x fine -gold belonging to us jointly. My dear brothers, dispatch my goods with the first leaving caravan. Also, I further entrusted 40 minas of refined silver in the name of our father's house to Pilah-Ištar. Witnessed by Pūšu-kēn, by Kuziziya, by Adad-rē'ī.",none
an-na (d)IM-ba-ni … Ì-lí-iš-ta-ki-il₅ … ù pí-la-aḫ-IŠTAR qí-bi-ma um-ma DAM.GÀR-um-ma 1 GÚ 35 ma-na KÙ.BABBAR ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu-ú pì-lá-aḫ-IŠTAR ù ú-zu-a na-áš-a-ku-nu-tí a-ḫu-a a-tù-nu ú iḫ-da-ma AN.NA-kam da-am-qám wa-at-ra-am ma-ḫi-ir i-za-zu x ú ba šu … ša-a-ma šu-uq-lam-… x x x ú … x x ta nu-ša-li-x um … ú … x KÙ.GI pá-ša-lam da-am-qám ša ba-ri-ni pì-lá-aḫ-IŠTAR na-áš-a-ku-nu-ti a-ḫu-a a-tù-nu ú iḫ-da-ma KI pá-ni-im wa-ṣí-im lu-qú-ti áb-kà-nim ú a-ḫa-ma 40 ma-na KÙ.BABBAR ṣa-ru-pá-am ša a-na šu-mì É a-bi₄-a a-na pì-lá-aḫ-IŠTAR áp-qí-id IGI pu-šu-ki-in IGI ku-zi-zi-a IGI (d)IM-re-x,"To Adad-bāni ..., Iliš-takil ... and Pilah-Ištar from the merchant: Pilah-Ištar and Uzuwa bring you 1 talent 35 minas of silver, its import duty added, its transport tariff paid for. My dear brothers, buy tin of extra-fine quality according to the market price and ... Pilah-Ištar brings you x fine -gold belonging to us jointly. My dear brothers, dispatch my goods with the first leaving caravan. Also, I further entrusted 40 minas of refined silver in the name of our father's house to Pilah-Ištar. Witnessed by Pūšu-kēn, by Kuziziya, by Adad-rē'ī.",lexicon_variant
a-na (d)IŠKUR-ba-ni … Ì-lí-iš-ta-ki-il₅ … ù pí-la-aḫ-IŠTAR qí-bi-ma um-ma DAM.GÀR-um-ma 1 GÚ 35 ma-na KÙ.BABBAR ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu-ú pì-lá-aḫ-IŠTAR ù ú-zu-a na-áš-a-ku-nu-tí a-ḫu-a a-tù-nu ú iḫ-da-ma AN.NA-kam da-am-qám wa-at-ra-am ma-ḫi-ir i-za-zu x ú ba šu … ša-a-ma šu-uq-lam-… x x x ú … x x ta nu-ša-li-x um … ú … x KÙ.GI pá-ša-lam da-am-qám ša ba-ri-ni pì-lá-aḫ-IŠTAR na-áš-a-ku-nu-ti a-ḫu-a a-tù-nu ú iḫ-da-ma KI pá-ni-im wa-ṣí-im lu-qú-ti áb-kà-nim ú a-ḫa-ma 40 ma-na KÙ.BABBAR ṣa-ru-pá-am ša a-na šu-mì É a-bi₄-a a-na pì-lá-aḫ-IŠTAR áp-qí-id IGI pu-šu-ki-in IGI ku-zi-zi-a IGI (d)IM-re-x,"To Adad-bāni ..., Iliš-takil ... and Pilah-Ištar from the merchant: Pilah-Ištar and Uzuwa bring you 1 talent 35 minas of silver, its import duty added, its transport tariff paid for. My dear brothers, buy tin of extra-fine quality according to the market price and ... Pilah-Ištar brings you x fine -gold belonging to us jointly. My dear brothers, dispatch my goods with the first leaving caravan. Also, I further entrusted 40 minas of refined silver in the name of our father's house to Pilah-Ištar. Witnessed by Pūšu-kēn, by Kuziziya, by Adad-rē'ī.",lexicon_variant
um-ma en-nam-a-šur-ma a-na a-la-ḫi-im qí-bi-ma a-na-kam a-du um-me-a-an a-bi-ni a-we-lu-ú 2 ší-na im-ta-ag-ru-ni mì-ša-al KÙ.BABBAR ma-aḫ-ri-šu a-ša-kà-an-ma a-na a-lim(ki) ší-ni-šu i-lá-ak-ma KÙ.BABBAR-pí-šu-nu uš-ta-bu-ú a-du-um 3.5 ma-na KÙ.BABBAR ša i-na a-lim(ki) a-bu-ni i-ṣé-er ú-ṣur-ša-IŠTAR il₅-qé-ú a ší-a-tí kà-áb-sà-ni a-wa-tum i-ma-qú-ut-ma a-dí 5 u₄-me-e … ú e-ma-ri iš-tí … a-ṭá-ra-dam ú a-ta-ma a-ma-kam lu za-ku-a-tí URUDU lá-mu-nam a-na SIG₅ ta-e-er a-pu-tum ša ša-ni-ú-tim la ta-áš-ta-na-me-e mì-šu ša áš-ta-na-me-ú-ma a-wa-at a-ḫi-ú-tim ta-áš-ta-na-me-ú a-pu-tum la ta-ša-lá-at,"From Ennam-Aššur to Ali-ahum: Here 2 men have reached an agreement with me concerning our father's investors, that I shall place half of the silver before him, and it will go twice to the City and they will satisfy themselves with their silver. Concerning 3.5 minas of silver that our father took on Uṣur-ša-Ištar's account in the City - for that we are pardoned. The matter will fail, and within 5 days ... and I shall send the donkeys with ... Then you too must be cleared there. Convert bad copper to good. Urgent! Do not listen to others all the time. Why is it that I keep hearing that you always listen to what strangers say? Urgent! Do not act rashly.",none
ú-ma en-nam-a-šur-ma a-na a-la-ḫi-im qí-bi-ma a-na-kam a-du um-me-a-an a-bi-ni a-we-lu-ú 2 ší-na im-ta-ag-ru-ni mì-ša-al KÙ.BABBAR ma-aḫ-ri-šu a-ša-kà-an-ma a-na a-lim(ki) ší-ni-šu i-lá-ak-ma KÙ.BABBAR-pí-šu-nu uš-ta-bu-ú a-du-um 3.5 ma-na KÙ.BABBAR ša i-na a-lim(ki) a-bu-ni i-ṣé-er ú-ṣur-ša-IŠTAR il₅-qé-ú a ší-a-tí kà-áb-sà-ni a-wa-tum i-ma-qú-ut-ma a-dí 5 u₄-me-e … ú e-ma-ri iš-tí … a-ṭá-ra-dam ú a-ta-ma a-ma-kam lu za-ku-a-tí URUDU lá-mu-nam a-na SIG₅ ta-e-er a-pu-tum ša ša-ni-ú-tim la ta-áš-ta-na-me-e mì-šu ša áš-ta-na-me-ú-ma a-wa-at a-ḫi-ú-tim ta-áš-ta-na-me-ú a-pu-tum la ta-ša-lá-at,"From Ennam-Aššur to Ali-ahum: Here 2 men have reached an agreement with me concerning our father's investors, that I shall place half of the silver before him, and it will go twice to the City and they will satisfy themselves with their silver. Concerning 3.5 minas of silver that our father took on Uṣur-ša-Ištar's account in the City - for that we are pardoned. The matter will fail, and within 5 days ... and I shall send the donkeys with ... Then you too must be cleared there. Convert bad copper to good. Urgent! Do not listen to others all the time. Why is it that I keep hearing that you always listen to what strangers say? Urgent! Do not act rashly.",lexicon_variant
u₄-ma en-nam-a-šur-ma a-na a-la-ḫi-im qí-bi-ma a-na-kam a-du um-me-a-an a-bi-ni a-we-lu-ú 2 ší-na im-ta-ag-ru-ni mì-ša-al KÙ.BABBAR ma-aḫ-ri-šu a-ša-kà-an-ma a-na a-lim(ki) ší-ni-šu i-lá-ak-ma KÙ.BABBAR-pí-šu-nu uš-ta-bu-ú a-du-um 3.5 ma-na KÙ.BABBAR ša i-na a-lim(ki) a-bu-ni i-ṣé-er ú-ṣur-ša-IŠTAR il₅-qé-ú a ší-a-tí kà-áb-sà-ni a-wa-tum i-ma-qú-ut-ma a-dí 5 u₄-me-e … ú e-ma-ri iš-tí … a-ṭá-ra-dam ú a-ta-ma a-ma-kam lu za-ku-a-tí URUDU lá-mu-nam a-na SIG₅ ta-e-er a-pu-tum ša ša-ni-ú-tim la ta-áš-ta-na-me-e mì-šu ša áš-ta-na-me-ú-ma a-wa-at a-ḫi-ú-tim ta-áš-ta-na-me-ú a-pu-tum la ta-ša-lá-at,"From Ennam-Aššur to Ali-ahum: Here 2 men have reached an agreement with me concerning our father's investors, that I shall place half of the silver before him, and it will go twice to the City and they will satisfy themselves with their silver. Concerning 3.5 minas of silver that our father took on Uṣur-ša-Ištar's account in the City - for that we are pardoned. The matter will fail, and within 5 days ... and I shall send the donkeys with ... Then you too must be cleared there. Convert bad copper to good. Urgent! Do not listen to others all the time. Why is it that I keep hearing that you always listen to what strangers say? Urgent! Do not act rashly.",lexicon_variant
ša-lim-a-šùr a-na a-mur-IŠTAR ú-ṭá-ḫi-ni-a-tí-ma um-ma ša-lim-a-šùr-ma mì-šu-um ší-im 10 (TÚG)ku-ta-ni ša kà-ru-um dur₄-ḫu-mì-it a-dí-nu tal-qé um-ma a-mur-IŠTAR-ma ke-na 4 GÚ URUDU lá-mu-na-am al-qé um-ma ša-lim-a-šùr-ma ú-lá a-kà-lá-ma ta-al-qé um-ma a-mur-IŠTAR-ma a-ta-ba lu-qú-tí lá ta-aṣ-ba-at um-ma ša-lim-a-šùr-ma mì-ma lu-qú-ut-kà ú-lá aṣ-ba-at um-ma a-mur-IŠTAR-ma qá-i ÌR li-li-kam um-ma ša-lim-a-šùr-ma ma li-li-kam i-na pí-i ÌR-dí-kà-ma i-a-tí ta-a-ḫi-ta-ni lu qá-i um-ma ša-lim-a-šùr-ma ù KÙ.BABBAR ša a-šu-mì i-dí-a-bi₄-im ša ta-al-qé-ú ṭup-pá-am ḫa-ar-ma-am ú-kà-lu lu a-ḫu-ra a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in IGI ú-ra-a IGI (d)MAR.TU-ba-ni bu-zu-ta-a tap-pá-i-ni,"Šalim-Aššur made us approach Amur-Ištar and Šalim-Aššur said: ""Why have you taken the proceeds from 10 kutānu-textiles that I sold in the Durhumit colony?"" Amur-Ištar said: ""Yes, I have taken 4 talents of copper of poor quality."" Šalim-Aššur said: ""I hold nothing, yet you have taken it."" Amur-Ištar said: ""It is not you who have taken my merchandise?"" Šalim-Aššur answered: ""I have taken none of your merchandise."" Amur-Ištar then said: ""Wait until the slave has come here."" Šalim-Aššur said: ""Sure, let him come. Then it will be me you can pressure on the basis of what your own slave says."" ""Do wait!"" Šalim-Aššur continued: ""And for the silver that you have taken concerning Iddin-abum I hold the certified tablet. That remains."" The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. Witnessed by Uraya, by Amurrum-bāni; Buzutaya was our (absent) partner.",none
